user_id,song_id,title,listen_count
b6b799f34a204bd928ea014c243ddad6d0be4f8f,SOBONKR12A58A7A7E0,You're The One,2
b41ead730ac14f6b6717b9cf8859d5579f3f8d4d,SOBONKR12A58A7A7E0,You're The One,0
4c84359a164b161496d05282707cecbd50adbfc4,SOBONKR12A58A7A7E0,You're The One,0
779b5908593756abb6ff7586177c966022668b06,SOBONKR12A58A7A7E0,You're The One,0
dd88ea94f605a63d9fc37a214127e3f00e85e42d,SOBONKR12A58A7A7E0,You're The One,0
68f0359a2f1cedb0d15c98d88017281db79f9bc6,SOBONKR12A58A7A7E0,You're The One,0
116a4c95d63623a967edf2f3456c90ebbf964e6f,SOBONKR12A58A7A7E0,You're The One,17
45544491ccfcdc0b0803c34f201a6287ed4e30f8,SOBONKR12A58A7A7E0,You're The One,0
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SOBONKR12A58A7A7E0,You're The One,68
edc8b7b1fd592a3b69c3d823a742e1a064abec95,SOBONKR12A58A7A7E0,You're The One,0
fb41d1c374d093ab643ef3bcd70eeb258d479076,SOBONKR12A58A7A7E0,You're The One,1
cb8ed62245335312d58c97c1d5c68b4cac682afd,SOBONKR12A58A7A7E0,You're The One,0
3fd3acaa8dfeb94b0602a33085b44ebe80545dd2,SOBONKR12A58A7A7E0,You're The One,0
672a1973a091e8ed8f4d46e3a740621f5fa4176c,SOBONKR12A58A7A7E0,You're The One,0
8c0a675214831879573af98d632bf2684273e0d9,SOBONKR12A58A7A7E0,You're The One,0
8ee90038724c4957eb4df16f3e9c6ed2b570a3ec,SOBONKR12A58A7A7E0,You're The One,0
e4e99e5b3223bec258cf2ff0d090d05a06302344,SOBONKR12A58A7A7E0,You're The One,20
85c1f87fea955d09b4bec2e36aee110927aedf9a,SOBONKR12A58A7A7E0,You're The One,0
9d84d1bcfde6464c02561fbb5dcb294678778b25,SOBONKR12A58A7A7E0,You're The One,0
390c2e81bc9cf885608a0891c0a7eb13f1fd3336,SOBONKR12A58A7A7E0,You're The One,1
15cc706a7f24975ca831aaaf297bf0392746b3fe,SOBONKR12A58A7A7E0,You're The One,0
03c90bfd09151973863c4cadd5a749cd7982abc0,SOBONKR12A58A7A7E0,You're The One,0
175fb4d4bf89b82021524e9485fffd47c3ab1aaf,SOBONKR12A58A7A7E0,You're The One,0
12497e138741a0b94bb36a14bef32c9d0ee20fec,SOBONKR12A58A7A7E0,You're The One,0
99d57b8925d3c30c534d2e651cc029fcaaa86cce,SOBONKR12A58A7A7E0,You're The One,0
e96e052152a7e29bcfd4b841859c66249f280303,SOBONKR12A58A7A7E0,You're The One,0
403b3b867fc71dfdcc12652f30e88bdc7ccd9aa4,SOBONKR12A58A7A7E0,You're The One,0
28b232e7ecb32c47c05b795a017786d4be96ef7e,SOBONKR12A58A7A7E0,You're The One,0
19d6ebd8c8a622d1b0115c63bee06523792215b5,SOBONKR12A58A7A7E0,You're The One,0
537340ff896dea11328910013cfe759413e1eeb3,SOBONKR12A58A7A7E0,You're The One,0
176b5e98c1f01dba146ce8c6e15cf6fc344485ec,SOBONKR12A58A7A7E0,You're The One,0
515c6d7023ad31411c1f6b11e0b2f56810348bee,SOBONKR12A58A7A7E0,You're The One,0
0a00498b9d607844a8826184ae7278097d1c008a,SOBONKR12A58A7A7E0,You're The One,0
5555d1bc4488a310753a9d7b4c4d0b92c2d5d674,SOBONKR12A58A7A7E0,You're The One,0
78e0065cacc15d6329be91b77045f12ab18cbea5,SOBONKR12A58A7A7E0,You're The One,0
6e431141b00c8b8708bda73d658b7ef6ef156e5e,SOBONKR12A58A7A7E0,You're The One,0
c18b096e15ca0adf42c11763c9535973cc4b507b,SOBONKR12A58A7A7E0,You're The One,0
343fc3fb987ca12c3c5df154c2b4721ca111f696,SOBONKR12A58A7A7E0,You're The One,26
66da9a2bd5b588e150e08ff9510b59fe30a4abcd,SOBONKR12A58A7A7E0,You're The One,0
eb78cc7907c80266eede622da13510fc5123ae7d,SOBONKR12A58A7A7E0,You're The One,0
fe979a7b199de3ee8a78486c10e5ed13587fc359,SOBONKR12A58A7A7E0,You're The One,0
0ef42a19efb74d0a05c308d00636c8d8d41bec0c,SOBONKR12A58A7A7E0,You're The One,0
fbbf68d14c77af55044a7e27f7befef5c923aa08,SOBONKR12A58A7A7E0,You're The One,0
1645b689f873529ab85e3b72742be44813e82bd3,SOBONKR12A58A7A7E0,You're The One,0
5a905f000fc1ff3df7ca807d57edb608863db05d,SOBONKR12A58A7A7E0,You're The One,0
881f2e87fe2a45ae27d6e235c156c762ac3cb82a,SOBONKR12A58A7A7E0,You're The One,0
e006b1a48f466bf59feefed32bec6494495a4436,SOBONKR12A58A7A7E0,You're The One,2
52df18b9b1235ac56507cb4119fc5b3f6f010dcd,SOBONKR12A58A7A7E0,You're The One,0
956999576244ad42d6d41faac8505fbef0a4ccc1,SOBONKR12A58A7A7E0,You're The One,0
d463373940530414e6f3dbfa95f694fd8dd2d2f7,SOBONKR12A58A7A7E0,You're The One,0
bbcdf7099bf1429850d4d0a1440ef3006916f4fd,SOBONKR12A58A7A7E0,You're The One,0
249e86c60ec6fce5c8588d51fd94e85dd47ecff7,SOBONKR12A58A7A7E0,You're The One,0
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOBONKR12A58A7A7E0,You're The One,0
1a849df9dabb15845eb932d46d81e2fd77176786,SOBONKR12A58A7A7E0,You're The One,0
e2f4d01b8fc576adb490d07cde3573ff598a2fb5,SOBONKR12A58A7A7E0,You're The One,0
